User Group, Location, Time, Duration 
u52 u57,in[north-main],462,10
u13 u57,in[sudikoff],100,10
u13 u57,in[sudikoff],597,15
u13 u36 u57,in[sudikoff],542,35
u08 u57,in[sudikoff],155,10
u49 u57,in[sudikoff],120,10
