User Group, Location, Time, Duration 
u02 u13 u36 u49,in[sudikoff],330,10
u02 u13 u36 u49,in[sudikoff],515,10
u02 u13 u36 u49 u57,in[sudikoff],310,10
u02 u13 u36 u49 u57,in[sudikoff],490,10
u02 u13 u36 u49 u57,in[sudikoff],600,15
u02 u57,in[53_commons],285,15
