User Group, Location, Time, Duration 
u02 u13,in[sudikoff],403,10
u13 u51,in[sudikoff],1407,30
u13 u51,in[sudikoff],443,25
u13 u57,in[sudikoff],1322,10
u13 u51 u57,in[sudikoff],1347,15
u13 u51 u57,in[sudikoff],1367,15
u13 u22,in[sudikoff],153,20
u13 u22,in[sudikoff],178,30
u13 u22,in[sudikoff],223,20
