User Group, Location, Time, Duration 
u30 u49,in[little_hall],1242,20
u30 u49,in[little_hall],1272,15
u30 u49,in[little_hall],1297,10
u08 u49,in[kemeny],115,10
u08 u49,in[kemeny],140,15
u08 u49,in[kemeny],160,10
