User Group, Location, Time, Duration 
u30 u32 u36 u57,in[sudikoff],1282,10
u13 u57 u59,in[parkhurst],170,10
u13 u36 u57,in[sudikoff],25,20
u13 u36 u57,in[sudikoff],80,10
u13 u36 u57,in[sudikoff],100,10
u13 u36 u57,in[sudikoff],115,10
u05 u30 u32 u36 u49 u57,in[sudikoff],1217,10
u05 u57,in[sudikoff],592,10
u05 u27 u30 u57,in[sudikoff],537,10
u05 u30 u36 u57,in[sudikoff],1352,10
u05 u30 u32 u36 u57,in[sudikoff],1232,10
u19 u57,in[sudikoff],427,20
