User Group, Location, Time, Duration 
u13 u25 u52,in[sudikoff],360,10
u13 u25 u36 u52 u57,in[sudikoff],150,10
u13 u25 u36 u52,in[sudikoff],170,10
u13 u25 u36 u52,in[sudikoff],215,10
u13 u25 u36 u52,in[sudikoff],370,15
