User Group, Location, Time, Duration 
u05 u57,in[sudikoff],505,10
u05 u57,in[sudikoff],545,15
u05 u57,in[sudikoff],580,10
u05 u57,in[sudikoff],560,10
u05 u57,in[sudikoff],590,10
u05 u25 u57,in[sudikoff],455,10
u05 u22,in[kemeny],0,10
u05 u25,in[sudikoff],480,10
u05 u13 u25 u36 u57,in[sudikoff],390,15
u05 u13 u25 u36 u57,in[sudikoff],430,25
u05 u25 u27 u57,in[sudikoff],650,10
u05 u13 u25 u36,in[sudikoff],420,10
