User Group, Location, Time, Duration 
u41 u49 u52,in[hopkins],305,15
u18 u52,in[north-main],375,10
u18 u52,in[north-main],395,10
u18 u52,in[north-main],455,45
u18 u52,in[north-main],590,10
u18 u52,in[north-main],620,25
